date,Douglas Adams,Italo Calvino
2021-12,24,353
2022-01,18,506
2022-02,18,359
2022-03,33,424
2022-04,24,489
2022-05,20,460
2022-06,27,347
2022-07,23,379
2022-08,26,322
2022-09,22,340
2022-10,28,368
2022-11,34,354
2022-12,21,302
2023-01,22,278
2023-02,25,270
2023-03,23,296
2023-04,23,249
2023-05,546,567
2023-06,450,597
2023-07,468,393
2023-08,314,451
2023-09,351,343
2023-10,400,546
2023-11,173,408
2023-12,256,283
2024-01,283,337
2024-02,137,143
