date,Dire Straits,Eric Clapton,Mazzy Star,Neil Young,Oasis,Olivia Ong,Buster Keaton,Luis Bunuel,The Beatles,Fritz Lang,王家卫,Wes Anderson,Agatha Christie,The Stone Roses,Satoshi Kon,杨德昌,Billy Wilder,Woody Allen,Quentin Tarantino,Akira Kurosawa,Francois Truffaut,Jean-Luc Godard,Aki Kaurismaki,Teenage Fanclub,李洪绸,落日飞车,Cigarettes After Sex,Summer Salt,Douglas Adams,Italo Calvino
2022-06-08,0,0,0,0,0,0,3,7,0,5,35,32,15,0,34,30,9,34,31,34,10,19,7,0,11,0,1,0,1,17
2022-06-09,0,0,0,0,2,0,6,11,0,1,45,23,15,0,35,24,20,33,19,35,10,19,7,0,5,0,1,0,1,7
2022-06-10,0,0,0,0,0,0,8,3,0,0,18,22,17,0,31,21,20,21,28,34,3,9,6,0,8,0,0,0,0,18
2022-06-11,0,0,0,0,0,0,6,8,0,6,35,29,15,0,34,19,18,35,33,25,12,15,22,0,8,0,1,0,0,8
2022-06-12,0,0,0,1,0,0,11,13,2,4,46,24,16,0,35,26,11,31,35,35,9,11,14,0,4,0,0,0,2,15
2022-06-13,0,1,0,0,0,0,18,5,1,2,31,19,10,0,35,30,12,27,29,25,7,18,7,0,8,0,0,0,0,12
2022-06-14,0,0,0,0,0,0,8,9,2,3,31,0,25,0,35,29,20,20,33,28,13,20,2,0,9,0,0,0,0,13
2022-06-15,0,0,0,0,0,0,8,7,0,4,21,35,22,0,29,18,13,24,23,25,10,17,5,0,3,0,0,0,0,16
2022-06-16,0,0,0,0,1,0,4,9,1,2,31,22,16,0,29,18,15,26,0,22,10,9,5,0,4,0,0,0,1,12
2022-06-17,0,0,0,0,0,3,5,7,0,2,24,15,13,0,21,18,14,26,35,14,10,16,3,0,6,0,0,0,0,15
2022-06-18,0,0,0,0,0,0,7,9,1,2,35,24,4,0,30,31,15,27,35,20,16,10,7,0,9,0,0,0,1,6
2022-06-19,0,0,0,0,0,0,4,8,0,2,34,33,13,0,35,34,5,34,34,34,8,13,6,0,18,0,0,0,2,12
2022-06-20,0,0,1,0,0,0,5,6,2,2,35,31,16,0,31,22,13,30,33,22,12,15,6,0,7,0,0,0,0,7
2022-06-21,2,0,0,0,0,0,4,9,1,5,31,35,16,0,33,16,10,20,33,25,11,14,6,0,5,0,0,0,0,11
2022-06-22,0,0,0,0,3,0,2,8,0,2,43,19,13,0,35,23,16,25,35,22,7,8,6,0,6,0,1,0,0,9
2022-06-23,0,0,0,0,0,0,5,5,0,5,27,17,11,0,29,16,9,24,35,22,5,8,7,0,0,0,0,0,0,13
2022-06-24,0,0,0,0,0,0,5,5,0,0,35,18,13,0,24,20,9,21,24,29,10,14,7,0,6,0,0,0,0,11
2022-06-25,0,0,0,0,0,0,3,5,0,0,35,31,7,0,34,23,13,19,35,35,9,17,6,0,6,0,0,0,2,4
2022-06-26,0,0,0,0,0,0,6,8,2,2,32,24,18,0,35,33,10,28,34,48,11,21,3,0,3,0,0,0,1,7
2022-06-27,0,0,0,0,0,0,5,11,1,4,35,10,14,2,32,22,13,25,31,34,10,15,9,0,0,0,0,0,1,13
2022-06-28,0,0,0,0,0,0,4,7,0,5,32,22,8,0,35,35,10,18,32,24,2,18,5,0,8,0,0,0,0,8
2022-06-29,0,0,0,0,1,0,3,3,0,3,32,31,12,0,28,0,8,35,24,18,9,11,10,0,4,0,0,0,0,24
2022-06-30,0,0,1,0,0,0,3,6,0,5,35,11,11,0,23,0,8,27,27,25,8,15,2,0,4,0,0,0,2,10
2022-07-01,0,0,0,0,0,0,5,13,0,1,32,21,5,0,31,0,15,23,35,25,10,10,3,0,1,0,0,0,1,13
2022-07-02,0,0,0,0,0,0,8,13,0,3,35,28,20,1,29,0,12,35,35,31,7,16,7,0,7,0,0,0,0,15
2022-07-03,0,0,0,0,1,0,7,7,3,1,34,22,14,0,35,104,12,25,33,29,8,21,5,0,1,0,0,0,0,16
2022-07-04,0,0,0,0,0,0,2,11,0,0,32,20,10,1,28,62,9,17,28,22,14,9,5,0,5,0,0,0,0,9
2022-07-05,0,0,0,0,0,0,12,5,0,4,33,0,15,0,19,50,11,26,35,21,6,16,8,0,3,0,1,0,1,12
2022-07-06,0,0,0,0,0,0,8,3,1,2,27,35,5,0,30,47,12,35,28,28,18,21,2,0,3,0,0,0,0,14
2022-07-07,0,0,0,0,0,0,8,8,0,2,22,24,20,0,18,35,13,34,35,20,12,14,10,0,3,0,0,0,3,13
2022-07-08,0,0,0,0,0,0,6,11,2,1,34,25,9,0,17,26,9,33,32,21,8,14,6,0,3,0,0,0,0,9
2022-07-09,0,0,0,1,0,0,9,11,2,2,30,31,13,0,35,33,16,35,46,33,6,12,5,0,7,0,0,0,3,15
2022-07-10,0,0,0,0,0,0,7,6,1,5,35,30,20,0,53,43,15,30,43,24,6,18,2,0,1,0,0,0,1,15
2022-07-11,0,1,0,0,0,0,0,10,1,0,27,30,13,0,22,27,22,18,30,25,9,12,5,0,7,0,0,0,2,17
2022-07-12,0,0,0,0,0,0,6,11,0,3,29,20,8,0,30,34,11,30,33,29,4,21,9,0,3,1,0,0,0,11
2022-07-13,0,0,0,1,0,0,9,7,0,2,32,17,12,0,35,24,11,20,32,18,9,15,6,0,1,0,0,0,0,12
2022-07-14,1,0,0,0,0,0,9,12,0,3,35,26,10,0,26,22,10,30,35,21,18,21,7,0,1,0,0,0,0,7
2022-07-15,0,0,1,0,0,0,5,5,1,3,31,21,11,0,32,22,15,21,31,21,10,14,12,0,2,0,0,0,0,9
2022-07-16,0,0,0,0,0,0,5,10,1,3,59,30,24,0,33,22,13,28,35,28,16,24,7,0,2,0,0,0,1,13
2022-07-17,0,0,0,0,0,0,4,6,0,5,104,26,20,0,30,27,14,32,58,32,9,16,10,0,2,0,0,0,0,8
2022-07-18,0,0,0,0,0,0,10,4,0,4,51,26,22,0,21,20,23,25,35,22,11,11,12,0,0,0,0,0,1,8
2022-07-19,0,0,0,1,1,0,8,8,0,2,33,35,19,0,22,29,18,24,35,24,16,18,6,0,9,1,0,0,0,20
2022-07-20,0,0,0,0,0,1,6,8,1,1,26,19,20,0,22,33,16,23,30,20,10,21,4,0,0,0,0,0,0,16
2022-07-21,0,0,0,0,0,0,9,17,0,2,31,22,18,0,27,26,16,28,35,17,18,10,9,0,2,0,0,0,0,11
2022-07-22,0,0,0,0,0,0,6,10,0,0,35,31,22,0,17,32,19,30,49,18,9,16,2,0,3,0,0,0,2,14
2022-07-23,0,0,1,0,0,0,10,4,0,2,32,22,13,0,35,30,20,34,46,31,12,33,12,0,7,0,0,0,0,9
2022-07-24,0,0,0,0,0,0,14,13,1,4,35,0,17,0,31,35,14,28,54,25,10,13,6,0,2,1,0,0,1,14
2022-07-25,0,0,0,0,0,1,7,7,2,6,29,35,17,0,0,27,14,23,31,17,11,23,5,0,5,0,0,0,3,10
2022-07-26,0,0,0,0,0,0,4,2,1,5,34,24,24,0,35,33,9,23,60,31,10,18,6,0,1,0,0,0,1,17
2022-07-27,0,0,0,0,0,0,6,3,1,4,24,20,8,0,26,31,17,28,35,23,12,15,5,0,3,0,0,0,1,10
2022-07-28,0,0,0,0,1,0,6,7,1,3,26,24,16,0,30,35,18,26,35,20,13,14,7,0,3,0,0,0,0,10
2022-07-29,0,0,0,0,0,0,6,8,0,6,20,14,16,0,24,22,12,25,30,16,10,16,9,0,3,0,0,0,0,10
2022-07-30,0,0,0,1,1,0,6,10,0,5,35,32,13,0,34,35,16,25,63,31,15,22,8,0,4,0,0,0,0,10
2022-07-31,0,0,0,0,0,0,7,9,0,5,35,35,19,0,21,34,11,34,35,25,13,11,6,0,2,0,3,0,2,12
2022-08-01,0,0,0,0,2,0,9,7,0,3,34,62,19,0,24,31,12,27,34,19,13,14,5,0,1,0,0,0,0,19
2022-08-02,0,0,0,1,0,0,9,5,2,2,23,21,15,0,25,24,11,14,30,16,2,15,6,0,0,0,0,0,0,10
2022-08-03,0,0,0,0,0,0,4,11,1,6,24,16,16,0,25,17,11,30,33,19,6,17,24,0,5,0,0,0,2,10
2022-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-05,0,1,0,0,1,0,19,19,1,6,42,35,35,1,40,35,31,0,0,35,22,34,33,0,9,0,0,0,2,17
2022-08-06,0,0,0,0,0,0,5,8,1,4,22,27,13,0,55,29,22,35,125,33,17,18,13,0,5,0,0,0,0,8
2022-08-07,0,0,0,0,0,0,10,5,0,3,21,26,24,0,35,26,21,33,47,26,16,21,10,0,0,0,0,0,1,7
2022-08-08,0,0,0,0,0,0,6,17,0,2,34,24,11,0,28,19,15,23,54,22,19,17,6,0,9,0,0,0,2,13
2022-08-09,0,0,0,0,0,2,9,11,1,0,28,24,17,1,20,29,22,19,35,21,25,14,5,0,4,0,0,0,0,8
2022-08-10,0,0,0,0,0,0,7,12,0,1,28,26,26,0,28,31,10,21,27,19,16,17,5,0,6,0,0,0,2,7
2022-08-11,0,0,0,0,0,0,12,15,0,5,51,23,30,0,31,31,10,23,35,17,15,17,4,0,3,0,0,0,0,9
2022-08-12,0,0,0,0,0,2,8,10,0,2,28,32,21,0,30,19,17,31,34,22,14,19,13,0,1,0,0,0,0,14
2022-08-13,0,0,0,0,1,0,5,13,0,3,31,24,22,0,31,23,14,35,48,27,19,16,8,0,9,0,0,0,3,7
2022-08-14,0,0,0,0,3,0,11,17,2,4,51,22,22,0,35,25,10,25,49,35,16,12,8,0,1,0,0,0,1,11
2022-08-15,0,0,0,0,2,0,9,9,2,4,35,27,16,0,30,22,8,26,35,30,14,14,14,0,0,0,0,0,3,14
2022-08-16,2,1,0,2,2,0,15,12,2,3,0,24,15,0,34,29,19,0,0,21,9,15,4,0,3,0,0,0,1,9
2022-08-17,0,0,0,0,4,0,6,12,4,8,84,0,21,2,12,21,16,62,70,21,25,14,6,0,1,0,0,0,0,7
2022-08-18,0,1,0,1,2,0,13,13,2,8,0,55,11,1,0,21,16,0,0,29,26,18,10,0,1,1,0,0,4,10
2022-08-19,0,0,0,1,1,0,8,12,6,2,58,0,19,2,50,21,12,35,67,0,27,14,5,0,4,1,0,0,0,10
2022-08-20,1,0,0,0,3,2,11,21,4,2,32,35,18,0,53,23,12,26,0,35,26,15,8,0,1,0,0,0,0,10
2022-08-21,0,1,0,0,3,1,11,11,3,5,0,24,22,0,42,23,11,0,82,32,35,25,6,0,4,0,0,0,1,16
2022-08-22,1,0,0,0,2,0,11,4,4,2,60,0,19,1,28,18,12,64,0,25,32,17,12,0,1,0,0,0,1,15
2022-08-23,1,0,0,1,1,0,4,6,4,5,34,35,21,0,55,32,10,0,70,27,17,20,12,0,3,0,0,0,0,9
2022-08-24,0,1,0,0,0,0,8,8,3,2,30,17,18,0,35,28,13,50,42,15,13,20,35,0,0,0,0,0,0,6
2022-08-25,0,0,2,0,2,0,7,11,3,8,44,17,14,0,26,33,12,24,28,26,16,14,0,0,5,0,0,0,0,6
2022-08-26,0,0,0,0,3,0,7,5,0,1,25,24,24,0,26,27,13,24,29,21,21,16,34,0,1,0,0,0,1,17
2022-08-27,0,1,0,0,0,0,11,7,4,4,34,23,21,0,34,22,22,27,33,25,15,15,9,0,4,0,0,0,1,14
2022-08-28,0,1,0,0,1,0,4,8,2,3,35,29,19,0,33,23,17,34,0,24,12,17,16,0,3,1,0,0,0,9
2022-08-29,0,0,0,0,2,0,5,12,1,1,33,17,18,0,22,22,16,15,79,16,24,22,10,0,3,0,0,0,0,10
2022-08-30,1,1,0,0,2,0,6,19,3,5,29,17,17,0,32,24,11,0,0,22,12,19,6,0,6,0,0,0,1,9
2022-08-31,0,1,0,0,0,0,12,7,2,4,34,15,25,0,27,25,9,35,63,18,14,20,11,0,1,0,0,0,0,11
2022-09-01,0,0,0,0,0,0,7,5,1,1,20,17,17,0,26,23,18,19,21,22,12,23,8,0,0,0,0,0,3,10
2022-09-02,0,0,0,0,0,0,8,8,1,2,29,17,25,0,26,22,16,30,34,18,11,14,6,0,5,0,1,0,0,12
2022-09-03,2,1,1,0,2,0,6,12,1,3,0,0,19,0,34,28,27,0,0,23,20,20,7,0,2,0,1,0,3,8
2022-09-04,0,0,0,0,0,0,4,7,3,1,58,35,19,0,0,35,22,80,87,23,12,13,11,0,4,1,1,0,1,14
2022-09-05,0,0,0,1,0,0,6,4,3,2,35,26,14,0,59,28,16,24,35,20,7,14,20,0,3,0,0,0,0,14
2022-09-06,1,0,0,0,0,0,4,6,1,1,22,18,12,0,21,18,13,10,24,22,9,15,17,0,3,0,0,0,0,9
2022-09-07,0,2,0,0,3,1,10,7,4,4,0,0,23,1,0,23,13,0,0,35,14,13,11,0,5,0,1,3,3,12
2022-09-08,0,0,1,0,1,0,7,5,1,2,48,32,20,0,35,19,9,35,35,0,14,18,9,0,0,0,1,0,2,11
2022-09-09,0,0,0,1,0,0,5,8,0,1,29,16,18,0,18,25,14,19,0,35,13,28,6,0,4,0,1,1,0,12
2022-09-10,0,0,0,0,2,0,4,10,5,3,29,24,22,0,34,24,11,26,64,24,13,21,10,0,1,0,1,0,0,10
2022-09-11,0,0,0,0,4,0,3,3,3,3,19,19,18,0,29,24,16,21,34,12,8,15,5,0,4,0,0,0,1,17
2022-09-12,0,0,0,0,0,0,5,7,1,1,35,19,22,0,30,15,15,27,53,17,17,12,11,0,4,0,0,0,1,12
2022-09-13,1,1,0,0,1,0,9,14,2,3,33,21,13,0,30,17,13,32,0,26,105,0,10,0,1,0,0,0,0,8
2022-09-14,1,0,0,0,4,0,7,17,4,4,35,13,11,0,18,35,11,0,62,31,62,0,5,0,2,0,1,0,0,15
2022-09-15,0,0,0,1,1,0,8,70,1,4,0,0,23,1,28,18,7,49,0,20,31,0,7,0,1,0,1,0,0,14
2022-09-16,0,0,1,0,2,0,11,17,2,4,63,34,33,0,22,22,11,25,63,16,30,0,9,0,0,1,0,0,0,14
2022-09-17,0,0,0,1,2,0,5,20,2,6,35,21,18,0,28,32,15,21,0,27,35,0,8,0,3,1,0,0,0,12
2022-09-18,0,1,0,0,5,0,5,11,5,3,27,24,15,1,29,31,14,0,85,28,35,0,6,0,1,0,0,0,0,11
2022-09-19,0,0,0,1,0,0,11,10,1,2,28,19,12,0,14,14,10,0,0,22,21,100,4,0,5,0,0,0,1,9
2022-09-20,0,0,0,0,1,0,8,10,1,4,18,20,15,0,12,21,7,33,59,26,31,119,9,0,0,1,0,0,0,12
2022-09-21,0,1,0,0,0,0,7,6,3,5,26,15,16,1,19,21,10,30,26,26,14,105,4,0,2,0,0,0,0,16
2022-09-22,0,0,0,0,3,0,8,10,2,6,35,16,12,1,21,18,9,0,0,17,18,0,7,2,2,0,0,0,0,10
2022-09-23,1,0,0,0,1,0,6,9,2,4,0,15,24,0,16,16,15,64,60,14,18,62,9,0,1,0,0,0,1,11
2022-09-24,0,0,0,0,5,0,4,9,1,4,65,25,21,0,20,17,20,33,35,24,26,69,9,0,2,0,0,0,0,13
2022-09-25,1,0,0,0,1,0,7,15,6,3,35,15,15,0,31,27,15,35,0,32,24,0,7,0,3,0,1,0,0,11
2022-09-26,0,0,0,0,1,0,12,9,2,2,26,18,15,1,25,25,9,28,68,16,18,105,8,0,4,0,0,0,0,6
2022-09-27,0,0,0,0,2,0,6,7,0,4,35,13,17,0,31,33,13,25,46,22,16,104,9,0,2,1,0,0,3,8
2022-09-28,0,0,0,0,0,0,6,9,0,3,24,19,10,0,25,32,12,18,30,17,13,85,12,0,0,1,1,0,2,10
2022-09-29,0,0,0,0,0,0,2,7,3,6,21,26,9,0,25,35,8,32,35,18,15,68,3,0,0,0,0,0,0,12
2022-09-30,0,0,0,0,2,0,8,7,3,1,25,20,13,0,31,35,14,25,0,19,15,80,7,0,3,0,1,0,1,7
2022-10-01,1,0,0,0,0,0,12,10,4,3,31,14,14,1,20,35,11,0,82,26,15,92,7,0,4,0,1,0,0,10
2022-10-02,0,1,1,1,0,0,8,12,3,3,0,29,21,0,29,34,12,62,0,23,15,91,3,0,4,0,0,0,2,8
2022-10-03,1,0,0,0,0,0,11,12,1,2,70,35,25,0,29,58,15,35,100,20,20,35,7,0,5,0,0,0,0,13
2022-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05,1,2,1,2,1,0,24,15,4,6,0,0,35,0,35,105,33,0,0,35,35,0,7,0,7,0,0,0,3,23
2022-10-06,0,0,0,0,0,0,8,16,2,6,123,70,18,1,34,56,14,70,134,26,24,57,5,0,4,0,0,0,1,18
2022-10-07,0,0,0,0,2,0,8,9,1,5,35,24,14,0,32,35,18,33,35,22,20,46,4,0,2,0,0,0,0,19
2022-10-08,0,0,0,0,0,0,2,14,3,3,35,15,21,0,29,35,17,54,35,16,23,35,8,0,5,1,0,0,2,10
2022-10-09,0,0,0,0,4,0,9,11,1,2,31,24,10,1,28,33,20,34,41,21,13,44,12,0,0,0,0,0,1,8
2022-10-10,2,0,0,0,0,0,5,22,2,6,34,0,13,0,25,35,16,35,35,20,24,40,8,0,1,0,0,0,2,12
2022-10-11,0,0,0,2,0,0,7,9,2,3,29,34,15,0,19,29,12,31,0,26,24,35,7,0,2,0,1,0,1,6
2022-10-12,0,1,0,0,1,0,2,9,3,7,40,22,13,0,20,35,12,25,81,34,14,42,8,0,3,0,0,0,0,18
2022-10-13,2,2,0,0,2,0,7,10,2,6,32,24,13,0,25,26,12,0,0,33,21,50,9,0,3,0,2,0,0,13
2022-10-14,0,0,0,0,0,1,9,8,3,2,42,16,9,0,25,34,9,56,88,28,21,35,5,0,2,0,0,0,0,12
2022-10-15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,32,17,35,53,0,0,43,8,0,2,0,0,0,0,9
2022-10-16,2,0,0,3,4,0,11,19,4,3,77,56,29,0,32,31,16,0,0,35,34,30,7,0,1,0,0,0,1,12
2022-10-17,0,0,0,0,2,0,6,13,1,4,35,35,13,0,0,27,0,69,105,23,7,7,10,0,1,0,0,0,0,11
2022-10-18,0,0,0,1,1,0,16,15,6,6,52,26,19,0,35,32,27,22,0,35,18,70,6,0,2,0,0,0,0,10
2022-10-19,0,0,0,0,0,0,4,9,2,2,39,35,13,2,22,24,13,29,82,23,14,32,7,0,2,0,0,0,0,17
2022-10-20,0,0,0,0,0,0,9,3,2,2,35,35,16,0,31,27,14,26,0,28,13,35,7,0,6,0,0,0,1,9
2022-10-21,0,0,0,1,2,0,3,4,0,3,46,33,16,0,24,27,14,34,66,27,18,34,14,0,1,0,0,0,2,8
2022-10-22,0,0,0,0,3,0,7,13,2,10,41,33,21,0,35,41,14,34,49,25,16,32,7,0,3,0,0,0,3,10
2022-10-23,1,0,1,2,2,0,8,12,4,5,43,25,10,0,20,26,16,0,0,26,11,29,5,0,2,0,0,0,0,16
2022-10-24,0,0,0,0,0,0,5,10,1,8,46,26,8,0,19,33,15,56,94,26,9,38,5,0,6,0,0,0,1,13
2022-10-25,0,1,0,2,2,0,6,4,2,3,0,26,17,0,24,28,13,0,0,12,16,43,5,0,1,1,0,0,2,8
2022-10-26,0,0,0,0,2,1,5,8,6,1,70,0,19,0,0,28,11,35,70,0,14,53,9,0,1,2,1,0,1,9
2022-10-27,1,2,0,0,1,0,4,13,3,3,34,35,15,0,35,29,12,0,0,54,17,51,12,0,3,0,0,0,0,11
2022-10-28,1,0,0,0,0,0,11,7,4,4,35,17,13,0,21,28,10,67,87,22,17,85,12,0,4,0,0,0,2,13
2022-10-29,0,0,1,0,0,0,8,17,4,4,34,27,13,0,23,34,14,31,50,24,10,33,6,0,5,0,0,0,2,12
2022-10-30,0,1,0,0,1,0,7,10,2,4,48,28,19,0,26,20,18,21,35,16,30,34,13,0,0,0,0,0,1,17
2022-10-31,0,0,0,0,1,0,7,11,1,4,28,32,12,0,18,15,15,17,27,17,13,30,6,0,1,0,0,0,0,13
2022-11-01,0,0,0,1,1,0,5,10,2,1,29,28,14,0,23,26,11,0,0,19,16,41,7,0,3,1,0,0,1,13
2022-11-02,0,0,0,0,0,0,6,10,0,5,20,19,15,0,19,22,10,35,70,12,11,23,4,0,1,0,1,0,1,15
2022-11-03,0,0,0,0,2,0,7,8,2,4,70,35,19,0,20,24,7,24,34,21,10,61,11,0,0,0,0,0,2,11
2022-11-04,1,0,0,1,0,0,6,13,0,3,68,25,12,1,21,27,9,35,0,20,15,51,7,0,3,0,1,0,0,5
2022-11-05,0,1,0,0,2,0,8,10,2,6,54,35,14,1,22,32,16,0,95,21,12,34,5,0,3,0,0,0,0,13
2022-11-06,0,1,0,1,2,0,7,9,1,2,51,20,18,0,18,35,27,55,35,0,19,35,6,0,0,1,0,0,0,14
2022-11-07,0,1,0,0,0,0,7,12,0,1,35,26,16,0,19,39,11,28,32,35,15,29,5,0,0,0,1,0,0,9
2022-11-08,1,0,0,0,2,0,6,12,2,3,35,18,19,0,9,32,8,0,0,25,12,17,5,0,3,1,0,0,3,8
2022-11-09,1,1,0,1,1,0,9,5,2,2,0,0,11,1,0,0,10,51,68,0,21,27,11,0,2,0,0,0,1,9
2022-11-10,0,0,0,0,0,1,4,9,0,2,67,35,19,0,35,68,15,23,28,34,13,19,9,0,2,0,1,0,2,18
2022-11-11,1,0,0,0,1,0,5,5,4,2,35,24,13,1,29,26,12,0,0,24,16,23,6,0,2,2,0,0,0,8
2022-11-12,0,1,0,1,0,0,7,6,2,1,0,0,17,0,26,30,23,68,70,28,20,23,10,0,4,1,0,0,3,11
2022-11-13,0,0,0,1,0,0,5,13,3,4,103,54,22,0,27,30,19,23,52,25,16,31,5,0,3,0,0,0,1,6
2022-11-14,0,0,0,1,0,0,5,10,2,0,34,30,9,0,25,32,13,32,45,16,18,24,7,0,3,0,0,0,0,10
2022-11-15,0,0,0,0,1,0,3,12,3,4,35,18,35,0,29,29,12,21,31,19,15,30,5,0,2,0,0,0,3,10
2022-11-16,0,0,0,0,2,0,7,14,3,2,39,18,15,0,23,33,21,31,35,31,14,22,10,0,5,0,0,0,1,13
2022-11-17,1,0,0,0,1,0,4,11,4,2,29,23,16,0,26,33,15,30,48,0,9,28,10,0,3,0,0,0,0,20
2022-11-18,0,0,0,0,1,0,3,14,2,3,37,20,21,0,17,35,11,35,35,35,13,26,7,0,3,0,0,0,2,14
2022-11-19,1,0,0,0,4,0,10,11,3,3,44,33,22,0,34,31,15,0,0,32,7,35,8,0,2,1,0,0,1,6
2022-11-20,0,1,0,0,0,0,10,9,4,3,0,15,18,1,25,28,13,105,119,31,9,20,7,0,4,0,0,0,3,23
2022-11-21,0,1,0,0,1,0,8,6,4,1,69,17,16,0,20,24,12,0,0,17,8,20,14,0,1,2,0,0,1,15
2022-11-22,0,1,0,0,1,0,5,9,6,4,23,19,18,0,33,26,18,35,67,17,9,26,7,0,2,0,0,0,0,12
2022-11-23,0,0,0,1,0,0,8,10,4,4,35,10,14,0,19,21,13,28,43,17,11,25,6,0,2,0,0,0,0,7
2022-11-24,0,1,0,0,1,0,5,12,0,5,35,26,14,0,21,15,13,28,29,19,11,24,7,0,0,1,0,0,2,14
2022-11-25,0,0,0,1,0,0,3,7,4,3,23,21,18,1,29,19,3,21,0,20,9,12,8,0,1,0,0,0,1,10
2022-11-26,0,0,0,1,1,0,2,7,1,5,35,20,14,0,0,23,9,0,70,20,15,25,8,0,2,0,2,0,3,10
2022-11-27,0,1,0,0,1,0,5,8,1,0,34,16,14,0,34,24,10,35,41,17,14,23,9,0,3,0,0,0,1,19
2022-11-28,1,0,0,0,0,0,2,7,4,3,23,24,12,0,19,27,14,26,0,28,20,14,10,0,5,0,1,0,1,6
2022-11-29,0,1,1,0,0,0,5,6,4,2,0,28,18,0,21,25,11,0,85,21,12,24,7,0,3,0,0,0,1,17
2022-11-30,0,0,0,0,0,1,7,5,3,2,59,32,16,0,20,20,12,103,45,18,14,17,11,0,5,0,1,0,0,8
2022-12-01,0,0,0,0,1,0,4,10,2,4,31,24,17,0,17,21,10,0,34,18,8,17,9,0,4,0,0,0,1,10
2022-12-02,0,0,0,0,1,0,6,14,4,7,35,21,17,0,27,28,8,0,47,19,13,35,7,0,2,0,0,0,0,14
2022-12-03,0,1,1,0,1,0,11,14,3,1,0,27,19,0,30,34,20,0,0,22,16,0,14,0,5,0,0,0,1,6
2022-12-04,0,0,0,0,1,0,5,12,3,5,102,0,17,0,31,26,23,0,86,23,10,35,6,0,2,0,1,0,2,10
2022-12-05,0,0,0,1,2,0,9,16,4,8,0,70,17,0,0,23,16,0,0,35,9,35,6,0,1,1,1,0,1,9
2022-12-06,0,0,0,0,1,0,10,8,3,7,70,0,12,1,52,30,15,113,89,26,16,27,11,0,0,0,1,0,1,10
2022-12-07,0,0,1,0,1,0,9,5,2,5,34,64,10,0,19,32,9,45,0,24,35,25,6,0,2,0,0,0,1,10
2022-12-08,0,0,0,0,0,0,13,12,2,2,28,33,16,0,19,0,10,46,69,26,20,28,9,0,3,0,0,0,0,17
2022-12-09,0,1,0,0,1,0,3,15,3,1,29,23,13,0,19,35,7,35,35,20,28,21,9,0,2,0,0,0,0,8
2022-12-10,0,0,0,0,1,0,7,14,2,1,34,35,17,2,27,27,7,31,0,27,18,22,5,0,5,0,1,0,0,11
2022-12-11,1,1,0,0,2,0,8,5,2,2,0,16,21,0,24,27,15,0,70,18,6,24,7,0,2,0,1,0,0,11
2022-12-12,0,0,1,0,1,0,5,10,4,1,54,0,13,0,17,30,11,70,0,27,10,12,3,0,3,0,1,0,2,4
2022-12-13,0,0,0,0,0,1,5,8,1,6,22,35,8,2,16,10,14,31,57,27,17,25,6,0,4,0,0,0,0,18
2022-12-14,1,0,0,0,0,0,4,5,4,2,23,16,15,0,20,23,12,28,32,23,14,24,4,0,0,0,0,0,3,12
2022-12-15,1,1,0,0,0,0,3,4,1,3,14,10,11,1,24,17,6,0,0,26,8,16,8,0,2,0,0,0,1,6
2022-12-16,0,0,0,1,4,0,8,8,5,2,0,13,17,0,20,21,13,69,85,26,19,19,7,0,0,0,1,0,1,10
2022-12-17,0,0,2,1,4,0,10,3,6,3,55,0,16,1,0,26,14,0,0,35,35,22,14,0,2,0,1,0,1,9
2022-12-18,2,0,0,0,1,0,2,6,1,2,0,35,19,0,57,18,15,59,101,29,26,23,5,0,3,0,0,0,1,9
2022-12-19,0,0,0,0,0,0,6,10,3,5,50,19,10,0,23,12,16,25,27,16,14,13,6,0,1,0,0,0,1,7
2022-12-20,0,0,0,0,0,0,3,8,4,1,29,25,25,1,21,21,16,29,35,19,11,20,8,0,3,0,0,0,1,6
2022-12-21,0,0,0,1,2,0,6,12,1,1,35,17,12,0,21,26,14,0,0,26,13,20,5,0,3,0,1,0,2,6
2022-12-22,2,0,0,0,0,0,8,10,1,4,33,19,10,0,27,29,16,66,89,31,7,22,8,0,2,0,0,0,0,10
2022-12-23,1,0,0,0,1,0,10,7,2,3,33,20,13,0,20,21,15,35,35,21,10,17,4,0,5,0,0,0,0,9
2022-12-24,0,1,0,0,1,0,5,9,3,2,26,17,24,0,29,23,13,30,35,23,29,28,11,0,1,0,0,0,0,10
2022-12-25,0,0,0,0,3,0,11,14,2,6,35,19,23,0,33,23,14,35,67,0,18,20,5,0,1,0,0,0,1,9
2022-12-26,0,0,0,0,0,0,8,10,5,1,35,16,25,0,18,27,12,54,35,35,11,30,4,0,4,0,2,0,0,9
2022-12-27,2,0,0,1,0,0,9,7,3,5,31,26,11,0,32,23,17,35,46,18,13,63,6,0,3,0,0,0,0,7
2022-12-28,0,1,0,0,1,0,6,5,5,4,35,28,21,0,28,30,13,34,0,22,15,35,12,0,4,0,1,0,0,14
2022-12-29,0,0,0,0,0,0,0,0,7,3,35,32,0,0,25,34,0,0,0,0,16,34,10,0,0,0,1,0,0,7
