date,Dire Straits,Eric Clapton,Mazzy Star,Neil Young,Oasis,Olivia Ong,Buster Keaton,Luis Bunuel,The Beatles,Fritz Lang,王家卫,Wes Anderson,Agatha Christie,The Stone Roses,Satoshi Kon,杨德昌,Billy Wilder,Woody Allen,Quentin Tarantino,Akira Kurosawa,Francois Truffaut,Jean-Luc Godard,Aki Kaurismaki,Teenage Fanclub,李洪绸,落日飞车,Cigarettes After Sex,Summer Salt,Douglas Adams,Italo Calvino
2022-12-30,0,0,0,0,2,0,16,14,4,2,35,29,35,2,17,0,24,70,124,35,15,32,8,0,10,0,0,1,0,11
2022-12-31,1,1,0,0,0,0,7,4,4,2,28,24,23,0,24,35,15,32,35,16,14,22,9,0,3,0,0,0,0,13
2023-01-01,0,0,0,0,1,0,5,1,4,1,35,34,27,2,35,25,16,0,0,23,22,32,7,0,6,0,2,0,1,9
2023-01-02,0,0,0,0,1,0,9,12,3,5,35,22,29,0,35,35,9,88,97,23,0,32,8,0,6,0,0,0,1,6
2023-01-03,1,0,1,0,1,0,5,9,3,7,35,28,23,0,26,23,18,58,34,24,20,0,6,0,5,0,0,0,0,9
2023-01-04,0,1,0,0,2,0,4,10,6,3,35,20,28,0,33,27,15,33,28,29,13,35,10,0,7,0,0,0,0,14
2023-01-05,0,0,0,1,0,0,0,0,3,0,0,0,15,0,0,0,11,35,35,22,14,35,7,0,4,1,0,0,0,8
2023-01-06,2,1,0,0,1,0,12,17,1,11,70,34,27,0,64,35,9,35,0,22,11,21,13,0,4,0,0,0,0,6
2023-01-07,1,1,0,0,0,0,8,10,3,3,33,23,18,2,35,25,17,0,70,30,9,35,10,0,6,0,0,0,0,9
2023-01-08,0,0,0,0,1,0,10,12,2,2,60,24,24,0,30,40,12,70,39,23,0,35,15,0,8,0,1,0,1,11
2023-01-09,0,0,0,0,0,0,6,12,4,5,34,24,28,1,29,31,12,34,35,29,31,28,9,0,3,0,0,0,0,13
2023-01-10,0,0,0,0,1,0,8,20,5,5,34,28,25,0,25,24,13,34,34,31,13,24,12,0,3,0,0,0,2,6
2023-01-11,0,2,0,0,0,0,8,10,6,3,28,18,24,0,17,35,13,31,47,23,10,29,5,0,5,0,0,0,1,10
2023-01-12,1,1,1,1,3,0,5,9,4,3,0,0,22,0,22,33,7,0,0,23,18,21,8,0,4,0,0,1,0,8
2023-01-13,0,0,0,1,2,0,10,12,4,5,67,35,15,0,0,0,14,56,88,0,15,33,9,0,6,1,1,1,0,9
2023-01-14,0,1,0,0,0,0,9,10,7,5,35,17,25,0,0,57,16,35,35,35,35,29,7,0,4,0,0,0,1,12
2023-01-15,0,0,0,1,4,0,4,7,4,4,35,24,23,0,35,28,10,30,0,27,35,35,5,0,3,0,0,0,1,11
2023-01-16,1,1,0,0,2,0,8,13,2,3,31,25,30,0,25,31,16,0,70,16,20,26,6,0,0,0,0,0,2,8
2023-01-17,1,0,0,1,0,0,8,5,6,2,34,19,22,0,24,22,8,34,31,24,15,0,5,0,4,0,0,0,1,8
2023-01-18,1,1,0,0,0,0,6,4,2,5,21,16,14,0,17,15,18,25,23,23,12,34,5,0,1,0,0,0,0,12
2023-01-19,0,0,0,0,3,0,11,8,3,5,22,19,17,0,18,15,12,27,31,14,8,23,8,0,1,0,0,0,0,9
2023-01-20,1,0,0,0,4,0,8,8,5,2,0,18,17,1,27,18,9,0,0,16,16,15,5,0,1,1,0,0,0,10
2023-01-21,0,0,0,0,2,0,5,4,2,2,35,0,11,1,14,24,9,51,33,21,10,15,3,0,2,0,1,0,0,5
2023-01-22,0,0,0,1,2,0,5,5,4,6,48,105,16,0,29,35,10,0,0,27,11,23,8,0,4,0,1,0,2,2
2023-01-23,0,1,0,0,1,0,6,7,8,6,53,35,15,0,31,29,11,70,70,27,10,17,15,0,0,0,0,0,2,13
2023-01-24,0,1,0,0,2,0,6,13,8,6,46,32,13,1,30,35,12,32,0,33,19,24,10,0,4,0,0,0,0,12
2023-01-25,1,0,0,1,3,0,7,16,4,2,0,28,22,0,27,35,18,0,105,35,8,26,7,0,3,0,0,0,2,7
2023-01-26,1,0,0,1,2,0,7,18,5,4,91,26,20,0,24,34,16,70,0,32,8,20,11,0,0,0,2,0,0,6
2023-01-27,0,0,0,0,1,0,11,10,4,2,35,27,22,0,29,23,9,32,95,26,19,29,8,0,0,0,1,0,2,10
2023-01-28,0,0,0,0,3,0,8,11,4,3,49,0,15,0,33,27,12,34,35,27,11,29,8,0,1,0,0,0,2,10
2023-01-29,0,1,0,0,2,0,12,8,3,2,35,34,13,0,24,23,15,30,35,25,16,17,5,0,0,0,0,0,0,9
2023-01-30,0,0,0,1,3,0,6,6,1,7,38,27,19,0,22,14,5,0,0,22,12,22,2,0,3,0,1,0,1,8
2023-01-31,1,0,0,0,6,0,2,7,0,1,29,28,18,0,27,20,10,51,85,23,13,18,4,0,3,0,0,0,0,8
2023-02-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,11,0,0,0,0,0,0,0,1,0,2,0,0,0
2023-02-02,0,1,0,0,1,1,0,16,11,2,61,35,33,2,0,54,0,58,76,35,20,35,11,0,0,0,0,1,1,20
2023-02-03,0,0,0,0,2,0,11,6,1,3,39,17,21,1,35,32,26,26,0,30,9,20,5,0,4,0,0,0,1,10
2023-02-04,0,0,0,0,3,0,4,3,2,3,35,32,15,0,20,26,6,29,80,23,11,15,5,0,1,0,0,0,2,10
2023-02-05,0,0,0,0,3,0,5,5,5,4,32,31,15,0,34,25,12,24,0,24,14,22,8,0,1,0,2,0,1,7
2023-02-06,0,0,0,0,1,0,6,5,4,2,35,21,13,0,13,22,6,31,70,23,7,20,9,0,2,0,0,0,1,8
2023-02-07,1,0,0,0,3,0,7,9,4,2,26,20,16,0,0,19,6,32,0,20,10,20,4,0,1,0,1,0,2,12
2023-02-08,0,0,0,0,1,0,8,14,1,2,23,17,9,0,35,27,13,35,70,22,12,30,9,0,5,0,0,0,0,10
2023-02-09,0,2,0,1,3,1,8,6,1,7,0,19,17,0,20,23,6,0,0,16,15,24,11,0,5,0,1,0,0,8
2023-02-10,1,0,0,0,1,0,6,7,3,1,54,0,20,0,0,17,14,35,70,24,13,25,12,0,2,0,0,1,1,9
2023-02-11,0,0,0,1,1,0,4,7,2,2,28,33,14,0,35,23,8,0,0,34,7,33,9,0,1,0,1,0,2,8
2023-02-12,2,1,0,0,2,0,3,4,4,2,0,0,18,0,22,32,14,61,70,29,13,22,11,0,2,0,0,0,1,11
2023-02-13,0,0,0,1,4,0,6,9,3,2,59,33,10,0,17,25,9,34,0,21,9,26,6,0,1,0,0,0,1,10
2023-02-14,1,0,0,0,0,0,4,1,1,0,0,19,17,0,0,18,11,29,55,22,5,18,10,0,3,0,0,0,0,8
2023-02-15,0,0,0,0,0,0,3,3,2,2,35,18,13,0,30,18,17,26,35,28,4,22,8,0,1,1,0,0,1,13
2023-02-16,0,0,0,0,2,0,6,12,4,3,19,24,12,0,19,18,8,21,0,26,8,18,7,0,5,0,1,0,1,10
2023-02-17,0,1,0,0,0,0,3,15,0,1,25,8,18,0,16,24,12,24,55,31,15,14,2,0,1,0,0,0,1,7
2023-02-18,1,0,0,0,10,0,9,8,5,1,24,18,12,0,0,35,13,35,0,29,21,9,6,0,1,0,1,0,3,10
2023-02-19,0,0,0,0,1,0,8,8,5,4,22,20,17,1,35,25,10,0,66,21,10,20,6,0,1,0,0,1,0,12
2023-02-20,0,1,0,0,1,0,5,9,3,3,24,20,8,0,27,22,13,59,26,22,7,22,4,0,0,1,0,0,0,8
2023-02-21,1,0,0,0,3,0,6,13,3,8,26,13,15,0,26,33,10,47,0,22,13,17,5,0,3,0,0,0,1,8
2023-02-22,1,0,0,0,1,0,6,15,3,5,0,12,10,0,18,17,8,0,64,25,9,19,8,0,2,1,0,1,0,10
2023-02-23,1,0,0,0,3,0,7,11,3,3,49,22,11,1,0,20,9,0,0,23,8,19,8,0,2,0,0,0,1,10
2023-02-24,1,1,0,0,4,0,4,12,2,4,0,13,14,0,29,18,5,0,54,23,10,17,9,0,0,1,0,0,1,9
2023-02-25,0,1,1,0,3,1,4,10,3,4,35,0,17,0,0,15,14,70,0,17,15,25,10,0,1,0,0,0,2,8
2023-02-26,1,2,0,0,4,0,10,6,3,5,0,31,13,0,35,16,10,0,66,0,8,27,2,0,3,1,0,0,1,15
2023-02-27,0,0,1,0,1,0,5,10,2,5,49,16,16,1,29,20,4,52,30,0,8,21,5,0,0,0,0,0,0,11
2023-02-28,0,0,0,0,3,0,8,4,2,3,19,16,9,0,19,35,5,34,27,63,6,15,9,0,3,0,0,0,0,8
2023-03-01,0,0,0,0,1,0,9,7,2,6,21,13,11,0,17,16,10,30,33,16,11,0,5,0,2,0,1,0,0,8
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03,1,0,0,0,2,0,15,20,3,0,34,33,21,1,32,35,27,0,0,33,20,55,9,3,3,0,1,0,0,28
2023-03-04,0,0,0,0,1,0,6,10,3,3,22,14,18,1,19,33,15,65,105,28,2,22,8,0,0,0,1,0,0,8
2023-03-05,2,0,0,0,2,0,4,7,6,2,22,10,14,0,21,27,9,0,0,27,8,27,6,0,3,0,1,0,1,10
2023-03-06,0,0,0,1,1,1,5,5,0,3,30,10,14,0,20,21,6,66,35,32,12,28,7,0,0,0,0,0,1,15
2023-03-07,0,0,0,0,1,0,17,7,1,2,20,16,14,0,13,21,15,30,25,10,5,19,5,0,0,0,1,0,0,7
2023-03-08,0,0,0,0,2,0,12,10,3,1,21,13,15,0,17,12,3,27,25,0,3,27,6,0,1,0,0,0,1,7
2023-03-09,0,0,0,0,1,0,5,10,1,4,31,17,25,0,18,24,11,30,32,35,11,15,1,0,2,0,0,0,2,10
2023-03-10,0,1,0,0,0,0,6,5,2,2,24,11,12,0,14,16,8,22,27,28,6,21,4,0,3,1,0,0,0,4
2023-03-11,1,0,0,1,5,0,11,6,2,4,25,23,13,0,26,18,9,27,0,35,15,16,8,0,3,0,0,0,0,9
2023-03-12,0,1,0,0,5,0,5,10,1,4,0,18,21,1,28,24,12,0,66,21,14,25,6,0,1,0,0,0,2,15
2023-03-13,0,0,0,0,1,0,5,8,1,1,35,10,9,0,23,14,4,35,21,25,13,21,10,0,2,0,0,0,0,7
2023-03-14,0,0,0,0,0,0,6,6,3,2,26,19,8,0,21,32,5,17,22,22,9,14,4,0,4,0,0,0,2,10
2023-03-15,0,0,0,0,1,0,6,7,2,0,22,10,9,0,19,26,11,22,35,23,9,17,9,0,0,0,1,0,3,9
2023-03-16,0,0,0,0,1,0,9,7,2,3,33,11,13,1,10,0,13,25,25,21,13,23,7,0,2,0,0,0,0,8
2023-03-17,0,1,0,0,1,0,4,9,3,4,21,21,4,0,26,35,9,26,0,17,11,17,6,0,0,0,0,0,0,7
2023-03-18,0,0,0,0,1,0,10,8,3,3,34,13,18,0,0,29,9,26,69,23,9,0,12,0,2,0,0,0,1,13
2023-03-19,1,2,0,0,2,0,11,9,4,2,0,21,12,1,35,16,11,0,0,24,10,35,4,0,1,0,0,0,1,13
2023-03-20,0,0,0,0,2,1,4,10,3,5,60,14,9,0,24,28,11,62,70,21,10,20,10,0,1,0,0,0,0,11
2023-03-21,0,0,0,0,3,0,6,12,2,4,23,18,20,0,15,27,13,33,0,18,14,16,7,1,2,0,0,0,2,15
2023-03-22,0,0,0,0,2,0,8,10,3,3,28,13,17,0,14,0,6,27,70,18,11,29,8,0,1,0,0,0,1,6
2023-03-23,1,1,0,0,3,0,11,6,1,3,32,12,16,0,16,35,8,31,0,19,12,35,5,0,3,0,0,0,0,6
2023-03-24,0,1,0,0,2,0,7,3,4,3,22,19,10,1,29,21,8,0,45,0,17,24,13,0,1,0,1,0,0,10
2023-03-25,0,0,0,1,3,0,6,6,2,3,0,18,20,0,35,21,10,61,0,34,12,32,7,0,3,0,0,0,1,13
2023-03-26,0,2,0,0,2,0,5,5,2,6,60,0,12,1,0,19,12,0,105,20,5,22,13,0,2,0,1,0,1,8
2023-03-27,0,0,0,1,0,0,6,9,0,2,21,34,11,0,66,18,3,33,0,19,9,15,10,0,1,0,1,0,0,6
2023-03-28,0,0,0,0,3,0,3,5,2,2,22,27,18,0,26,29,13,0,0,14,9,30,9,0,2,0,1,0,1,6
2023-03-29,0,0,0,0,1,0,7,13,3,4,32,35,20,0,23,26,9,55,81,24,15,25,7,0,2,0,0,0,2,10
2023-03-30,0,0,0,0,0,0,5,5,1,4,24,35,12,0,17,24,11,18,57,21,10,19,15,0,3,0,0,0,0,8
2023-03-31,1,0,0,0,2,0,0,6,6,3,31,35,10,0,29,25,13,30,0,18,7,23,5,0,4,0,1,0,1,9
2023-04-01,0,1,0,0,2,0,8,7,2,6,0,34,14,0,35,31,9,0,105,13,13,22,9,0,2,0,1,0,1,9
2023-04-02,0,1,0,0,3,0,7,11,5,5,104,39,11,0,0,27,13,64,0,30,5,27,14,0,2,0,1,0,1,17
2023-04-03,0,0,0,0,0,0,7,14,6,2,27,20,15,0,49,0,5,18,93,28,14,30,12,0,0,1,0,0,1,7
2023-04-04,1,0,0,1,3,0,12,10,3,1,25,19,16,0,29,35,10,26,0,31,15,29,21,0,2,0,0,0,0,8
2023-04-05,0,1,0,0,4,0,3,3,6,3,0,35,21,0,17,22,11,0,69,32,5,34,12,0,3,1,2,0,0,8
2023-04-06,0,1,0,0,2,0,0,9,3,5,58,0,11,1,0,19,13,35,0,25,10,30,16,0,1,1,1,0,2,12
2023-04-07,0,0,0,0,4,0,7,10,1,1,27,45,18,0,52,24,7,22,84,20,13,28,4,0,3,0,0,0,1,6
2023-04-08,0,0,0,0,3,0,4,6,2,3,35,29,8,0,31,25,16,23,54,32,8,29,5,0,0,0,0,0,2,6
2023-04-09,0,0,0,0,2,0,4,5,3,2,32,34,19,0,32,23,6,28,34,30,14,27,4,0,3,0,0,0,0,8
2023-04-10,0,1,0,0,0,0,4,7,1,3,18,35,18,0,19,23,10,24,35,34,3,23,2,0,0,0,0,0,1,3
2023-04-11,0,0,0,0,0,0,8,11,2,4,24,69,9,0,0,29,8,28,33,25,17,26,18,0,2,0,0,0,2,18
2023-04-12,0,0,0,1,5,0,9,11,2,2,25,31,9,0,34,0,11,28,35,21,9,16,12,0,1,0,0,0,2,7
2023-04-13,0,0,0,0,0,0,4,13,2,4,35,59,9,0,27,59,13,25,35,32,18,25,35,0,4,0,0,0,2,12
2023-04-14,0,0,0,0,2,0,4,6,4,5,31,28,6,0,13,33,6,19,46,29,8,12,16,0,1,0,0,0,0,7
2023-04-15,1,1,0,0,3,0,8,4,1,3,30,35,9,0,20,35,9,0,0,22,15,19,10,0,2,0,0,0,2,10
2023-04-16,1,1,0,0,2,0,4,10,3,3,0,0,22,2,0,27,5,35,63,0,7,13,14,0,3,1,0,0,1,7
2023-04-17,0,0,0,0,1,0,5,5,3,0,34,58,13,0,35,24,6,20,27,35,4,16,11,0,0,1,0,0,0,7
2023-04-18,0,0,2,1,2,0,0,4,5,2,23,17,12,0,15,15,7,20,35,21,12,26,6,0,3,0,0,0,0,5
2023-04-19,0,0,0,0,1,0,6,4,1,3,22,35,16,1,18,35,11,16,0,21,13,18,10,0,0,0,0,0,1,16
2023-04-20,0,0,0,0,1,0,7,11,1,0,24,20,13,0,18,25,15,24,65,17,4,10,10,0,1,0,0,0,1,10
2023-04-21,0,1,0,0,2,0,7,15,2,5,31,26,13,0,24,26,8,17,35,23,11,16,15,0,0,0,0,0,0,11
2023-04-22,1,0,0,1,0,0,3,6,4,3,24,20,13,1,25,22,16,25,0,21,11,18,13,0,3,0,0,0,0,9
2023-04-23,0,1,0,0,5,0,4,6,3,7,23,32,17,0,11,0,16,23,69,16,11,11,12,0,1,0,0,0,0,12
2023-04-24,0,0,1,0,0,0,2,7,0,3,20,21,15,0,18,34,13,0,27,24,11,10,5,0,1,0,0,0,2,5
2023-04-25,0,0,0,0,4,0,10,4,4,1,28,29,14,0,0,26,11,35,26,16,7,13,6,0,2,0,0,0,0,9
2023-04-26,1,0,0,0,1,0,10,6,0,2,14,29,13,0,35,20,16,21,27,31,9,16,6,0,2,0,0,0,0,6
2023-04-27,0,0,0,0,3,0,10,4,2,4,26,35,19,0,19,33,12,21,18,25,6,14,5,0,1,0,0,0,0,10
2023-04-28,1,0,0,0,3,0,5,4,0,2,28,35,16,0,19,28,11,21,35,21,14,21,6,0,0,0,0,1,1,4
