date,哈罗德·劳埃德,查理·卓别林,雅克·塔蒂,巴斯特·基顿,路易斯·布努埃尔,弗里茨·朗,王家卫,韦斯·安德森,阿加莎·克里斯蒂,今敏,杨德昌,比利·怀尔德,伍迪·艾伦,昆汀·塔伦蒂诺,黑泽明,弗朗索瓦·特吕弗,让-吕克·戈达尔,阿基·考里斯马基,李洪绸
2022-09-15,0,0,0,8,70,4,0,0,23,28,18,7,49,0,20,31,0,7,1
2022-09-16,0,0,0,11,17,4,63,34,33,22,22,11,25,63,16,30,0,9,0
2022-09-17,0,0,0,5,20,6,35,21,18,28,32,15,21,0,27,35,0,8,3
2022-09-18,0,0,0,5,11,3,27,24,15,29,31,14,0,85,28,35,0,6,1
2022-09-19,0,0,0,11,10,2,28,19,12,14,14,10,0,0,22,21,100,4,5
2022-09-20,0,0,0,8,10,4,18,20,15,12,21,7,33,59,26,31,0,9,0
2022-09-21,0,0,0,7,6,5,26,15,16,19,21,10,30,26,26,14,0,4,2
2022-09-22,0,0,0,8,10,6,35,16,12,21,18,9,0,0,17,18,0,7,2
2022-09-23,0,0,0,6,9,4,0,15,24,16,16,15,64,60,14,18,62,9,1
2022-09-24,0,0,0,4,9,4,65,25,21,20,17,20,33,35,24,26,69,9,2
2022-09-25,0,0,0,7,15,3,35,15,15,31,27,15,35,0,32,24,0,7,3
2022-09-26,0,0,0,12,9,2,26,18,15,25,25,9,28,68,16,18,0,8,4
2022-09-27,0,0,0,6,7,4,35,13,17,31,33,13,25,46,22,16,0,9,2
2022-09-28,0,0,0,6,9,3,24,19,10,25,32,12,18,30,17,13,85,12,0
2022-09-29,0,0,0,2,7,6,21,26,9,25,35,8,32,35,18,15,68,3,0
2022-09-30,0,0,0,8,7,1,25,20,13,31,35,14,25,0,19,15,80,7,3
2022-10-01,0,0,0,12,10,3,31,14,14,20,35,11,0,82,26,15,92,7,4
2022-10-02,0,0,0,8,12,3,0,29,21,29,34,12,62,0,23,15,91,3,4
2022-10-03,0,0,0,11,12,2,70,35,25,29,58,15,35,100,20,20,35,7,5
2022-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05,0,0,0,24,15,6,0,0,35,35,0,33,0,0,35,35,0,7,7
2022-10-06,0,0,0,8,16,6,0,70,18,34,56,14,70,0,26,24,57,5,4
2022-10-07,0,0,0,8,9,5,35,24,14,32,35,18,33,35,22,20,46,4,2
2022-10-08,0,0,0,2,14,3,35,15,21,29,35,17,54,35,16,23,35,8,5
2022-10-09,0,0,0,9,11,2,31,24,10,28,33,20,34,41,21,13,44,12,0
2022-10-10,0,0,0,5,22,6,34,0,13,25,35,16,35,35,20,24,40,8,1
2022-10-11,0,0,0,7,9,3,29,34,15,19,29,12,31,0,26,24,35,7,2
2022-10-12,0,0,0,2,9,7,40,22,13,20,35,12,25,81,34,14,42,8,3
2022-10-13,0,0,0,7,10,6,32,24,13,25,26,12,0,0,33,21,50,9,3
2022-10-14,0,0,0,9,8,2,42,16,9,25,34,9,56,88,28,21,35,5,2
2022-10-15,0,0,0,0,0,4,0,0,0,21,32,17,35,53,0,0,43,8,2
2022-10-16,0,0,0,11,19,3,77,56,29,32,31,16,0,0,35,34,30,7,1
2022-10-17,0,0,0,6,13,4,35,35,13,0,27,0,69,0,23,7,7,10,1
2022-10-18,0,0,0,16,15,6,52,26,19,35,32,27,22,0,35,18,70,6,2
2022-10-19,0,0,0,4,9,2,39,35,13,22,24,13,29,82,23,14,32,7,2
2022-10-20,0,0,0,9,3,2,35,35,16,31,27,14,26,0,28,13,35,7,6
2022-10-21,0,0,0,3,4,3,46,33,16,24,27,14,34,66,27,18,34,14,1
2022-10-22,0,0,0,7,13,10,41,33,21,35,41,14,34,49,25,16,32,7,3
2022-10-23,0,0,0,8,12,5,43,25,10,20,26,16,0,0,26,11,29,5,2
2022-10-24,0,0,0,5,10,8,46,26,8,19,33,15,56,94,26,9,38,5,6
2022-10-25,0,0,0,6,4,3,0,26,17,24,28,13,0,0,12,16,43,5,1
2022-10-26,0,0,0,5,8,1,70,0,19,0,28,11,35,70,0,14,53,9,1
2022-10-27,0,0,0,4,13,3,34,35,15,35,29,12,0,0,54,17,51,12,3
2022-10-28,0,0,0,11,7,4,35,17,13,21,28,10,67,87,22,17,85,12,4
2022-10-29,0,0,0,8,17,4,34,27,13,23,34,14,31,50,24,10,33,6,5
2022-10-30,0,0,0,7,10,4,48,28,19,26,20,18,21,35,16,30,34,13,0
2022-10-31,0,0,0,7,11,4,28,32,12,18,15,15,17,27,17,13,30,6,1
2022-11-01,0,0,0,5,10,1,29,28,14,23,26,11,0,0,19,16,41,7,3
2022-11-02,0,0,0,6,10,5,20,19,15,19,22,10,35,70,12,11,23,4,1
2022-11-03,0,0,0,7,8,4,70,35,19,20,24,7,24,34,21,10,61,11,0
2022-11-04,0,0,0,6,13,3,68,25,12,21,27,9,35,0,20,15,51,7,3
2022-11-05,0,0,0,8,10,6,54,35,14,22,32,16,0,95,21,12,34,5,3
2022-11-06,0,0,0,7,9,2,51,20,18,18,35,27,55,35,0,19,35,6,0
2022-11-07,0,0,0,7,12,1,35,26,16,19,39,11,28,32,35,15,29,5,0
2022-11-08,0,0,0,6,12,3,35,18,19,9,32,8,0,0,25,12,17,5,3
2022-11-09,0,0,0,9,5,2,0,0,11,0,0,10,51,68,0,21,27,11,2
2022-11-10,0,0,0,4,9,2,67,35,19,35,68,15,23,28,34,13,19,9,2
2022-11-11,0,0,0,5,5,2,35,24,13,29,26,12,0,0,24,16,23,6,2
2022-11-12,0,0,0,7,6,1,0,0,17,26,30,23,68,70,28,20,23,10,4
2022-11-13,0,0,0,5,13,4,0,54,22,27,30,19,23,52,25,16,31,5,3
2022-11-14,0,0,0,5,10,0,34,30,9,25,32,13,32,45,16,18,24,7,3
2022-11-15,0,0,0,3,12,4,35,18,35,29,29,12,21,31,19,15,30,5,2
2022-11-16,0,0,0,7,14,2,39,18,15,23,33,21,31,35,31,14,22,10,5
2022-11-17,0,0,0,4,11,2,29,23,16,26,33,15,30,48,0,9,28,10,3
2022-11-18,0,0,0,3,14,3,37,20,21,17,35,11,35,35,35,13,26,7,3
2022-11-19,0,0,0,10,11,3,44,33,22,34,31,15,0,0,32,7,35,8,2
2022-11-20,0,0,0,10,9,3,0,15,18,25,28,13,0,0,31,9,20,7,4
2022-11-21,0,0,0,8,6,1,69,17,16,20,24,12,0,0,17,8,20,14,1
2022-11-22,0,0,0,5,9,4,23,19,18,33,26,18,35,67,17,9,26,7,2
2022-11-23,0,0,0,8,10,4,35,10,14,19,21,13,28,43,17,11,25,6,2
2022-11-24,0,0,0,5,12,5,35,26,14,21,15,13,28,29,19,11,24,7,0
2022-11-25,0,0,0,3,7,3,23,21,18,29,19,3,21,0,20,9,12,8,1
2022-11-26,0,0,0,2,7,5,35,20,14,0,23,9,0,70,20,15,25,8,2
2022-11-27,0,0,0,5,8,0,34,16,14,34,24,10,35,41,17,14,23,9,3
2022-11-28,0,0,0,2,7,3,23,24,12,19,27,14,26,0,28,20,14,10,5
2022-11-29,0,0,0,5,6,2,0,28,18,21,25,11,0,85,21,12,24,7,3
2022-11-30,0,0,0,7,5,2,59,32,16,20,20,12,0,45,18,14,17,11,5
2022-12-01,0,0,0,4,10,4,31,24,17,17,21,10,0,34,18,8,17,9,4
2022-12-02,0,0,0,6,14,7,35,21,17,27,28,8,0,47,19,13,35,7,2
2022-12-03,0,0,0,11,14,1,0,27,19,30,34,20,0,0,22,16,0,14,5
2022-12-04,0,0,0,5,12,5,0,0,17,31,26,23,0,86,23,10,35,6,2
2022-12-05,0,0,0,9,16,8,0,70,17,0,23,16,0,0,35,9,35,6,1
2022-12-06,0,0,0,10,8,7,70,0,12,52,30,15,0,89,26,16,27,11,0
2022-12-07,0,0,0,9,5,5,34,64,10,19,32,9,45,0,24,35,25,6,2
2022-12-08,0,0,0,13,12,2,28,33,16,19,0,10,46,69,26,20,28,9,3
2022-12-09,0,0,0,3,15,1,29,23,13,19,35,7,35,35,20,28,21,9,2
2022-12-10,0,0,0,7,14,1,34,35,17,27,27,7,31,0,27,18,22,5,5
2022-12-11,0,0,0,8,5,2,0,16,21,24,27,15,0,70,18,6,24,7,2
2022-12-12,0,0,0,5,10,1,54,0,13,17,30,11,70,0,27,10,12,3,3
2022-12-13,0,0,0,5,8,6,22,35,8,16,10,14,31,57,27,17,25,6,4
2022-12-14,0,0,0,4,5,2,23,16,15,20,23,12,28,32,23,14,24,4,0
2022-12-15,0,0,0,3,4,3,14,10,11,24,17,6,0,0,26,8,16,8,2
2022-12-16,0,0,0,8,8,2,0,13,17,20,21,13,69,85,26,19,19,7,0
2022-12-17,0,0,0,10,3,3,55,0,16,0,26,14,0,0,35,35,22,14,2
2022-12-18,0,0,0,2,6,2,0,35,19,57,18,15,59,0,29,26,23,5,3
2022-12-19,0,0,0,6,10,5,50,19,10,23,12,16,25,27,16,14,13,6,1
2022-12-20,0,0,0,3,8,1,29,25,25,21,21,16,29,35,19,11,20,8,3
2022-12-21,0,0,0,6,12,1,35,17,12,21,26,14,0,0,26,13,20,5,3
2022-12-22,0,0,0,8,10,4,33,19,10,27,29,16,66,89,31,7,22,8,2
2022-12-23,0,0,0,10,7,3,33,20,13,20,21,15,35,35,21,10,17,4,5
2022-12-24,0,0,0,5,9,2,26,17,24,29,23,13,30,35,23,29,28,11,1
2022-12-25,0,0,0,11,14,6,35,19,23,33,23,14,35,67,0,18,20,5,1
2022-12-26,0,0,0,8,10,1,35,16,25,18,27,12,54,35,35,11,30,4,4
2022-12-27,0,0,0,9,7,5,31,26,11,32,23,17,35,46,18,13,63,6,3
2022-12-28,0,0,0,6,5,4,35,28,21,28,30,13,34,0,22,15,35,12,4
2022-12-29,0,0,0,0,0,3,35,32,0,25,34,0,0,0,0,16,34,10,0
2022-12-30,0,0,0,16,14,2,35,29,35,17,0,24,70,0,35,15,32,8,10
2022-12-31,0,0,0,7,4,2,28,24,23,24,35,15,32,35,16,14,22,9,3
2023-01-01,0,0,0,5,1,1,35,34,27,35,25,16,0,0,23,22,32,7,6
2023-01-02,0,0,0,9,12,5,35,22,29,35,35,9,88,97,23,0,32,8,6
2023-01-03,0,0,0,5,9,7,35,28,23,26,23,18,58,34,24,20,0,6,5
2023-01-04,0,0,0,4,10,3,35,20,28,33,27,15,33,28,29,13,35,10,7
2023-01-05,0,0,0,0,0,0,0,0,15,0,0,11,35,35,22,14,35,7,4
2023-01-06,0,0,0,12,17,11,70,34,27,64,35,9,35,0,22,11,21,13,4
2023-01-07,0,0,0,8,10,3,33,23,18,35,25,17,0,70,30,9,35,10,6
2023-01-08,0,0,0,10,12,2,60,24,24,30,40,12,70,39,23,0,35,15,8
2023-01-09,0,0,0,6,12,5,34,24,28,29,31,12,34,35,29,31,28,9,3
2023-01-10,0,0,0,8,20,5,34,28,25,25,24,13,34,34,31,13,24,12,3
2023-01-11,0,0,0,8,10,3,28,18,24,17,35,13,31,47,23,10,29,5,5
2023-01-12,0,0,0,5,9,3,0,0,22,22,33,7,0,0,23,18,21,8,4
2023-01-13,0,0,0,10,12,5,67,35,15,0,0,14,56,88,0,15,33,9,6
2023-01-14,0,0,0,9,10,5,35,17,25,0,57,16,35,35,35,35,29,7,4
2023-01-15,0,0,0,4,7,4,35,24,23,35,28,10,30,0,27,35,35,5,3
2023-01-16,0,0,0,8,13,3,31,25,30,25,31,16,0,70,16,20,26,6,0
2023-01-17,0,0,0,8,5,2,34,19,22,24,22,8,34,31,24,15,0,5,4
2023-01-18,0,0,0,6,4,5,21,16,14,17,15,18,25,23,23,12,34,5,1
2023-01-19,0,0,0,11,8,5,22,19,17,18,15,12,27,31,14,8,23,8,1
2023-01-20,0,0,0,8,8,2,0,18,17,27,18,9,0,0,16,16,15,5,1
2023-01-21,0,0,0,5,4,2,35,0,11,14,24,9,51,33,21,10,15,3,2
2023-01-22,0,0,0,5,5,6,48,0,16,29,35,10,0,0,27,11,23,8,4
2023-01-23,0,0,0,6,7,6,53,35,15,31,29,11,70,70,27,10,17,15,0
2023-01-24,0,0,0,6,13,6,46,32,13,30,35,12,32,0,33,19,24,10,4
2023-01-25,0,0,0,7,16,2,0,28,22,27,35,18,0,0,35,8,26,7,3
2023-01-26,0,0,0,7,18,4,91,26,20,24,34,16,70,0,32,8,20,11,0
2023-01-27,0,0,0,11,10,2,35,27,22,29,23,9,32,95,26,19,29,8,0
2023-01-28,0,0,0,8,11,3,49,0,15,33,27,12,34,35,27,11,29,8,1
2023-01-29,0,0,0,12,8,2,35,34,13,24,23,15,30,35,25,16,17,5,0
2023-01-30,0,0,0,6,6,7,38,27,19,22,14,5,0,0,22,12,22,2,3
2023-01-31,0,0,0,2,7,1,29,28,18,27,20,10,51,85,23,13,18,4,3
2023-02-01,0,0,0,4,0,0,0,0,0,20,0,11,0,0,0,0,0,0,1
2023-02-02,0,0,0,0,16,2,61,35,33,0,54,0,58,76,35,20,35,11,0
2023-02-03,0,0,0,11,6,3,39,17,21,35,32,26,26,0,30,9,20,5,4
2023-02-04,0,0,0,4,3,3,35,32,15,20,26,6,29,80,23,11,15,5,1
2023-02-05,0,0,0,5,5,4,32,31,15,34,25,12,24,0,24,14,22,8,1
2023-02-06,0,0,0,6,5,2,35,21,13,13,22,6,31,70,23,7,20,9,2
2023-02-07,0,0,0,7,9,2,26,20,16,0,19,6,32,0,20,10,20,4,1
2023-02-08,0,0,0,8,14,2,23,17,9,35,27,13,35,70,22,12,30,9,5
2023-02-09,0,0,0,8,6,7,0,19,17,20,23,6,0,0,16,15,24,11,5
2023-02-10,0,0,0,6,7,1,54,0,20,0,17,14,35,70,24,13,25,12,2
2023-02-11,0,0,0,4,7,2,28,33,14,35,23,8,0,0,34,7,33,9,1
2023-02-12,0,0,0,3,4,2,0,0,18,22,32,14,61,70,29,13,22,11,2
2023-02-13,0,0,0,6,9,2,59,33,10,17,25,9,34,0,21,9,26,6,1
2023-02-14,0,0,0,4,1,0,0,19,17,0,18,11,29,55,22,5,18,10,3
2023-02-15,0,0,0,3,3,2,35,18,13,30,18,17,26,35,28,4,22,8,1
2023-02-16,0,0,0,6,12,3,19,24,12,19,18,8,21,0,26,8,18,7,5
2023-02-17,0,0,0,3,15,1,25,8,18,16,24,12,24,55,31,15,14,2,1
2023-02-18,0,0,0,9,8,1,24,18,12,0,35,13,35,0,29,21,9,6,1
2023-02-19,0,0,0,8,8,4,22,20,17,35,25,10,0,66,21,10,20,6,1
2023-02-20,0,0,0,5,9,3,24,20,8,27,22,13,59,26,22,7,22,4,0
2023-02-21,0,0,0,6,13,8,26,13,15,26,33,10,47,0,22,13,17,5,3
2023-02-22,0,0,0,6,15,5,0,12,10,18,17,8,0,64,25,9,19,8,2
2023-02-23,0,0,0,7,11,3,49,22,11,0,20,9,0,0,23,8,19,8,2
2023-02-24,0,0,0,4,12,4,0,13,14,29,18,5,0,54,23,10,17,9,0
2023-02-25,0,0,0,4,10,4,35,0,17,0,15,14,70,0,17,15,25,10,1
2023-02-26,0,0,0,10,6,5,0,31,13,35,16,10,0,66,0,8,27,2,3
2023-02-27,0,0,0,5,10,5,49,16,16,29,20,4,52,30,0,8,21,5,0
2023-02-28,0,0,0,8,4,3,19,16,9,19,35,5,34,27,63,6,15,9,3
2023-03-01,0,0,0,9,7,6,21,13,11,17,16,10,30,33,16,11,0,5,2
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03,0,0,0,15,20,0,34,33,21,32,35,27,0,0,33,20,55,9,3
2023-03-04,0,0,0,6,10,3,22,14,18,19,33,15,65,0,28,2,22,8,0
2023-03-05,0,0,0,4,7,2,22,10,14,21,27,9,0,0,27,8,27,6,3
2023-03-06,0,0,0,5,5,3,30,10,14,20,21,6,66,35,32,12,28,7,0
2023-03-07,0,0,0,17,7,2,20,16,14,13,21,15,30,25,10,5,19,5,0
2023-03-08,0,0,0,12,10,1,21,13,15,17,12,3,27,25,0,3,27,6,1
2023-03-09,0,0,0,5,10,4,31,17,25,18,24,11,30,32,35,11,15,1,2
2023-03-10,0,0,0,6,5,2,24,11,12,14,16,8,22,27,28,6,21,4,3
2023-03-11,0,0,0,11,6,4,25,23,13,26,18,9,27,0,35,15,16,8,3
2023-03-12,0,0,0,5,10,4,0,18,21,28,24,12,0,66,21,14,25,6,1
2023-03-13,0,0,0,5,8,1,35,10,9,23,14,4,35,21,25,13,21,10,2
2023-03-14,0,0,0,6,6,2,26,19,8,21,32,5,17,22,22,9,14,4,4
2023-03-15,0,0,0,6,7,0,22,10,9,19,26,11,22,35,23,9,17,9,0
2023-03-16,0,0,0,9,7,3,33,11,13,10,0,13,25,25,21,13,23,7,2
2023-03-17,0,0,0,4,9,4,21,21,4,26,35,9,26,0,17,11,17,6,0
2023-03-18,0,0,0,10,8,3,34,13,18,0,29,9,26,69,23,9,0,12,2
2023-03-19,0,0,0,11,9,2,0,21,12,35,16,11,0,0,24,10,35,4,1
2023-03-20,0,0,0,4,10,5,60,14,9,24,28,11,62,70,21,10,20,10,1
2023-03-21,0,0,0,6,12,4,23,18,20,15,27,13,33,0,18,14,16,7,2
2023-03-22,0,0,0,8,10,3,28,13,17,14,0,6,27,70,18,11,29,8,1
2023-03-23,0,0,0,11,6,3,32,12,16,16,35,8,31,0,19,12,35,5,3
2023-03-24,0,0,0,7,3,3,22,19,10,29,21,8,0,45,0,17,24,13,1
2023-03-25,0,0,0,6,6,3,0,18,20,35,21,10,61,0,34,12,32,7,3
2023-03-26,0,0,0,5,5,6,60,0,12,0,19,12,0,0,20,5,22,13,2
2023-03-27,0,0,0,6,9,2,21,34,11,66,18,3,33,0,19,9,15,10,1
2023-03-28,0,0,0,3,5,2,22,27,18,26,29,13,0,0,14,9,30,9,2
2023-03-29,0,0,0,7,13,4,32,35,20,23,26,9,55,81,24,15,25,7,2
2023-03-30,0,0,0,5,5,4,24,35,12,17,24,11,18,57,21,10,19,15,3
2023-03-31,0,0,0,0,6,3,31,35,10,29,25,13,30,0,18,7,23,5,4
2023-04-01,0,0,0,8,7,6,0,34,14,35,31,9,0,0,13,13,22,9,2
2023-04-02,0,0,0,7,11,5,0,39,11,0,27,13,64,0,30,5,27,14,2
2023-04-03,0,0,0,7,14,2,27,20,15,49,0,5,18,93,28,14,30,12,0
2023-04-04,0,0,0,12,10,1,25,19,16,29,35,10,26,0,31,15,29,21,2
2023-04-05,0,0,0,3,3,3,0,35,21,17,22,11,0,69,32,5,34,12,3
2023-04-06,0,0,0,0,9,5,58,0,11,0,19,13,35,0,25,10,30,16,1
2023-04-07,0,0,0,7,10,1,27,45,18,52,24,7,22,84,20,13,28,4,3
2023-04-08,0,0,0,4,6,3,35,29,8,31,25,16,23,54,32,8,29,5,0
2023-04-09,0,0,0,4,5,2,32,34,19,32,23,6,28,34,30,14,27,4,3
2023-04-10,0,0,0,4,7,3,18,35,18,19,23,10,24,35,34,3,23,2,0
2023-04-11,0,0,0,8,11,4,24,69,9,0,29,8,28,33,25,17,26,18,2
2023-04-12,0,0,0,9,11,2,25,31,9,34,0,11,28,35,21,9,16,12,1
2023-04-13,0,0,0,4,13,4,35,59,9,27,59,13,25,35,32,18,25,35,4
2023-04-14,0,0,0,4,6,5,31,28,6,13,33,6,19,46,29,8,12,16,1
2023-04-15,0,0,0,8,4,3,30,35,9,20,35,9,0,0,22,15,19,10,2
2023-04-16,0,0,0,4,10,3,0,0,22,0,27,5,35,63,0,7,13,14,3
2023-04-17,0,0,0,5,5,0,34,58,13,35,24,6,20,27,35,4,16,11,0
2023-04-18,0,0,0,0,4,2,23,17,12,15,15,7,20,35,21,12,26,6,3
2023-04-19,0,0,0,6,4,3,22,35,16,18,35,11,16,0,21,13,18,10,0
2023-04-20,0,0,0,7,11,0,24,20,13,18,25,15,24,65,17,4,10,10,1
2023-04-21,0,0,0,7,15,5,31,26,13,24,26,8,17,35,23,11,16,15,0
2023-04-22,0,0,0,3,6,3,24,20,13,25,22,16,25,0,21,11,18,13,3
2023-04-23,0,0,0,4,6,7,23,32,17,11,0,16,23,69,16,11,11,12,1
2023-04-24,0,0,0,2,7,3,20,21,15,18,34,13,0,27,24,11,10,5,1
2023-04-25,0,0,0,10,4,1,28,29,14,0,26,11,35,26,16,7,13,6,2
2023-04-26,0,0,0,10,6,2,14,29,13,35,20,16,21,27,31,9,16,6,2
2023-04-27,0,0,0,10,4,4,26,35,19,19,33,12,21,18,25,6,14,5,1
2023-04-28,0,0,0,5,4,2,28,35,16,19,28,11,21,35,21,14,21,6,0
2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,0,0,0,22,74,6,87,0,40,53,70,27,99,0,89,33,55,11,8
2023-05-02,0,80,72,4,41,2,21,60,19,30,21,15,25,41,20,10,21,71,6
2023-05-03,0,0,0,73,39,0,35,0,16,41,26,39,32,46,38,12,14,74,6
2023-05-04,1,7,2,85,56,53,47,0,12,81,71,44,56,37,70,39,12,30,2
2023-05-05,0,1,1,1,2,1,1,9,1,3,2,1,55,4,1,1,1,23,1
2023-05-06,8,10,1,3,3,3,21,33,10,14,32,5,26,32,13,7,13,6,1
2023-05-07,34,8,1,7,7,3,57,66,17,24,41,9,35,34,15,41,32,35,4
2023-05-08,77,9,4,2,6,2,24,89,18,42,28,9,23,29,18,6,20,13,4
2023-05-09,1,3,2,49,4,9,29,0,6,17,28,9,23,39,21,23,21,7,1
2023-05-10,1,7,1,6,9,9,20,75,14,6,23,6,49,25,15,8,19,17,5
2023-05-11,1,6,3,6,3,2,27,99,12,17,28,7,73,27,12,10,16,49,1
2023-05-12,67,5,4,4,4,2,11,0,15,25,45,7,20,27,10,8,18,9,2
2023-05-13,1,2,20,9,5,3,37,58,16,67,21,12,66,58,25,6,29,35,3
2023-05-14,2,37,1,5,5,2,20,55,16,16,23,31,23,31,22,59,42,28,3
2023-05-15,9,2,3,3,9,18,22,69,10,53,30,17,19,42,22,14,12,92,2
2023-05-16,26,4,2,2,41,1,18,47,23,10,12,5,14,35,16,12,21,9,3
2023-05-17,1,6,6,6,3,3,19,33,14,30,36,28,20,27,18,13,15,10,1
2023-05-18,1,1,2,4,9,2,16,41,9,26,20,40,19,32,44,8,13,13,2
2023-05-19,37,6,2,4,4,3,19,47,15,18,16,9,28,33,13,7,7,14,5
2023-05-20,1,12,8,7,8,29,32,54,12,16,17,9,47,34,19,10,27,15,1
2023-05-21,1,9,2,10,2,3,15,48,50,46,29,10,26,23,22,10,14,9,35
2023-05-22,1,5,5,6,7,5,43,65,10,20,21,11,24,32,21,12,17,10,2
2023-05-23,33,9,4,14,5,3,36,37,13,14,14,8,12,34,17,38,50,27,1
2023-05-24,35,6,4,16,8,23,32,35,13,20,27,14,43,46,22,19,33,71,2
2023-05-25,1,6,1,28,13,5,56,84,8,9,25,10,16,31,16,6,27,31,5
2023-05-26,2,8,1,8,4,1,21,40,14,16,22,9,33,28,27,15,20,29,3
2023-05-27,1,4,4,27,49,1,22,33,10,21,17,7,21,30,22,26,29,55,36
2023-05-28,0,8,7,4,10,35,28,50,15,21,21,13,24,40,27,22,21,89,5
2023-05-29,31,5,2,2,6,2,31,41,12,21,34,8,25,57,22,7,23,34,4
2023-05-30,34,5,3,5,7,31,21,34,32,10,53,79,14,33,51,16,28,16,2
2023-05-31,26,7,39,38,13,36,21,54,19,16,43,15,27,85,25,10,16,18,2
2023-06-01,33,9,6,3,38,4,17,63,14,19,16,6,12,32,25,14,38,18,5
2023-06-02,1,8,34,35,27,34,27,30,10,34,21,11,27,26,88,9,29,6,32
2023-06-03,2,3,2,2,16,2,25,14,13,36,22,9,22,39,19,7,34,10,3
2023-06-04,21,7,3,8,31,1,25,35,15,19,27,8,54,39,15,8,19,6,3
2023-06-05,0,7,40,67,6,3,22,72,17,69,34,10,21,29,20,9,15,30,3
2023-06-06,0,8,5,17,12,6,60,47,21,41,50,9,37,59,65,17,35,25,2
2023-06-07,0,14,1,0,4,3,28,17,10,13,19,17,22,26,9,7,14,7,1
2023-06-08,60,5,2,67,37,1,6,32,2,10,3,6,25,13,48,61,9,4,3
2023-06-09,37,10,4,22,5,3,46,38,17,25,42,13,23,36,17,5,24,12,5
2023-06-10,1,3,3,4,2,3,24,26,15,72,15,40,16,18,23,40,21,10,3
2023-06-11,28,4,3,5,10,35,16,23,15,27,31,10,27,38,46,28,26,14,3
2023-06-12,37,12,3,9,33,8,57,65,17,18,22,6,22,25,25,9,13,8,4
2023-06-13,1,5,3,4,7,2,22,27,11,11,16,7,15,37,11,13,21,4,3
2023-06-14,1,8,4,6,2,4,23,42,6,13,28,9,24,32,7,6,24,7,35
2023-06-15,33,2,1,4,3,1,31,23,50,19,47,10,21,21,12,8,21,25,9
2023-06-16,1,9,1,5,10,32,18,22,14,14,28,21,11,33,23,9,25,5,1
2023-06-17,0,31,1,5,1,36,17,22,11,11,25,8,69,24,34,7,19,4,8
2023-06-18,1,8,34,7,8,2,13,34,18,20,33,6,51,25,17,11,31,13,4
2023-06-19,81,7,4,7,7,44,32,15,10,11,30,6,30,23,19,9,16,11,1
2023-06-20,27,3,4,4,9,7,10,18,7,12,22,9,16,13,44,5,16,7,1
2023-06-21,1,6,2,3,3,2,30,26,7,16,15,5,17,19,18,11,15,6,3
2023-06-22,2,70,6,9,4,4,17,32,9,15,18,22,38,30,14,17,14,8,30
2023-06-23,22,9,2,6,5,1,45,35,21,21,18,11,28,28,19,6,17,11,1
2023-06-24,31,9,2,6,1,16,18,30,18,15,28,9,27,37,15,6,14,8,1
2023-06-25,1,9,4,8,5,2,21,34,14,20,18,12,35,33,17,16,24,8,1
2023-06-26,57,8,2,10,8,5,25,34,17,11,22,16,16,27,21,12,14,5,2
2023-06-27,2,12,8,14,4,1,18,20,18,13,23,10,19,25,12,57,15,7,32
2023-06-28,2,5,2,11,5,3,18,25,52,18,28,7,18,27,19,9,12,11,2
2023-06-29,13,7,6,39,7,5,20,27,16,45,28,9,19,30,17,11,20,8,1
2023-06-30,1,7,4,6,8,57,38,23,18,17,68,20,21,21,12,12,7,5,35
2023-07-01,3,4,5,6,41,3,20,50,16,13,28,13,19,25,18,15,16,9,1
2023-07-02,1,12,3,5,13,1,17,21,21,16,29,14,24,34,25,13,19,9,3
2023-07-03,2,4,3,5,2,2,25,31,19,23,32,19,27,33,17,9,21,2,9
2023-07-04,8,12,5,11,5,1,24,27,14,13,22,10,46,23,15,11,20,8,1
2023-07-05,4,6,7,23,8,2,23,33,11,40,18,11,32,33,24,14,17,11,1
2023-07-06,22,67,5,17,34,20,19,29,16,18,18,7,30,21,53,11,10,10,2
2023-07-07,1,14,2,10,15,34,16,44,16,14,18,6,23,16,11,11,14,8,1
2023-07-08,1,5,4,9,3,2,26,16,11,18,20,7,21,27,17,11,15,3,2
2023-07-09,1,6,4,6,9,2,33,22,17,32,72,14,24,39,18,15,24,9,2
2023-07-10,2,11,1,9,35,8,28,42,35,25,21,20,25,33,24,8,25,3,4
2023-07-11,35,6,1,11,23,1,19,29,24,14,24,11,34,33,23,6,19,6,37
2023-07-12,1,6,2,5,4,2,65,62,27,51,23,11,30,23,27,5,21,4,1
2023-07-13,1,10,4,7,4,6,22,44,33,17,18,13,27,28,21,17,18,6,1
2023-07-14,22,23,3,23,8,3,35,35,14,12,27,10,29,31,20,10,17,2,1
2023-07-15,54,13,1,7,13,3,26,39,57,21,23,11,16,26,22,11,43,6,29
2023-07-16,4,12,2,9,6,3,19,20,21,30,26,30,23,34,26,14,27,6,3
2023-07-17,2,8,2,8,8,2,31,51,28,28,24,17,25,36,11,14,15,40,1
2023-07-18,2,5,1,10,8,1,49,43,13,25,22,25,25,34,45,4,15,1,1
